id,name,css
"futurapt","Futura PT","Futura PT, system-ui, -apple-system, sans-serif"
"futuraptboldobl","Futura PT Bold Obl","Futura PT Bold Obl, system-ui, -apple-system, sans-serif"
"futuraptbook","Futura PT Book","Futura PT Book, system-ui, -apple-system, sans-serif"
"futuraptbookobl","Futura PT Book Obl","Futura PT Book Obl, system-ui, -apple-system, sans-serif"
"futuraptcond","Futura PT Cond","Futura PT Cond, system-ui, -apple-system, sans-serif"
"futuraptcondboldobl","Futura PT Cond Bold Obl","Futura PT Cond Bold Obl, system-ui, -apple-system, sans-serif"
"futuraptcondbook","Futura PT Cond Book","Futura PT Cond Book, system-ui, -apple-system, sans-serif"
"futuraptcondbookobl","Futura PT Cond Book Obl","Futura PT Cond Book Obl, system-ui, -apple-system, sans-serif"
"futuraptcondextra","Futura PT Cond Extra","Futura PT Cond Extra, system-ui, -apple-system, sans-serif"
"futuraptcondextraboldobl","Futura PT Cond Extra Bold Obl","Futura PT Cond Extra Bold Obl, system-ui, -apple-system, sans-serif"
"futuraptcondmediumobl","Futura PT Cond Medium Obl","Futura PT Cond Medium Obl, system-ui, -apple-system, sans-serif"
"futuraptdemi","Futura PT Demi","Futura PT Demi, system-ui, -apple-system, sans-serif"
"futuraptdemiobl","Futura PT Demi Obl","Futura PT Demi Obl, system-ui, -apple-system, sans-serif"
"futuraptextra","Futura PT Extra","Futura PT Extra, system-ui, -apple-system, sans-serif"
"futuraptextraboldobl","Futura PT Extra Bold Obl","Futura PT Extra Bold Obl, system-ui, -apple-system, sans-serif"
"futuraptheavyobl","Futura PT Heavy Obl","Futura PT Heavy Obl, system-ui, -apple-system, sans-serif"
"futuraptmediumobl","Futura PT Medium Obl","Futura PT Medium Obl, system-ui, -apple-system, sans-serif"
"galatea","Galatea","Galatea, system-ui, -apple-system, sans-serif"
"geoslb712boldcbt","Geo Slb712Bold CBT","Geo Slb712Bold CBT, system-ui, -apple-system, sans-serif"
"geoslb712mediumcbt","Geo Slb712Medium CBT","Geo Slb712Medium CBT, system-ui, -apple-system, sans-serif"
"geoslb712xbcbt","Geo Slb712XBCBT","Geo Slb712XBCBT, system-ui, -apple-system, sans-serif"
"geogrotesquecyr","Geogrotesque Cyr","Geogrotesque Cyr, system-ui, -apple-system, sans-serif"
"geogrotesquecyrextltita","Geogrotesque Cyr Ext Lt Ita","Geogrotesque Cyr Ext Lt Ita, system-ui, -apple-system, sans-serif"
"geogrotesquecyrsembdita","Geogrotesque Cyr Sem Bd Ita","Geogrotesque Cyr Sem Bd Ita, system-ui, -apple-system, sans-serif"
"geometria","Geometria","Geometria, system-ui, -apple-system, sans-serif"
"george","George","George, system-ui, -apple-system, sans-serif"
"georgiapro","Georgia Pro","Georgia Pro, system-ui, -apple-system, sans-serif"
"georgiaprocond","Georgia Pro Cond","Georgia Pro Cond, system-ui, -apple-system, sans-serif"
"gerbera","Gerbera","Gerbera, system-ui, -apple-system, sans-serif"
"gilam","Gilam","Gilam, system-ui, -apple-system, sans-serif"
"gimbalgrotbol","Gimbal Grot Bol","Gimbal Grot Bol, system-ui, -apple-system, sans-serif"
"gimbalgrotbolital","Gimbal Grot Bol Ital","Gimbal Grot Bol Ital, system-ui, -apple-system, sans-serif"
"gimbalgrotboo","Gimbal Grot Boo","Gimbal Grot Boo, system-ui, -apple-system, sans-serif"
"gimbalgrotbooital","Gimbal Grot Boo Ital","Gimbal Grot Boo Ital, system-ui, -apple-system, sans-serif"
"gimbalgrotcompbol","Gimbal Grot Comp Bol","Gimbal Grot Comp Bol, system-ui, -apple-system, sans-serif"
"gimbalgrotcompbolital","Gimbal Grot Comp Bol Ital","Gimbal Grot Comp Bol Ital, system-ui, -apple-system, sans-serif"
"gimbalgrotcompboo","Gimbal Grot Comp Boo","Gimbal Grot Comp Boo, system-ui, -apple-system, sans-serif"
"gimbalgrotcompbooital","Gimbal Grot Comp Boo Ital","Gimbal Grot Comp Boo Ital, system-ui, -apple-system, sans-serif"
"gimbalgrotcomphea","Gimbal Grot Comp Hea","Gimbal Grot Comp Hea, system-ui, -apple-system, sans-serif"
"gimbalgrotcompheaital","Gimbal Grot Comp Hea Ital","Gimbal Grot Comp Hea Ital, system-ui, -apple-system, sans-serif"
"gimbalgrotcompital","Gimbal Grot Comp Ital","Gimbal Grot Comp Ital, system-ui, -apple-system, sans-serif"
"gimbalgrotcomplig","Gimbal Grot Comp Lig","Gimbal Grot Comp Lig, system-ui, -apple-system, sans-serif"
"gimbalgrotcompligital","Gimbal Grot Comp Lig Ital","Gimbal Grot Comp Lig Ital, system-ui, -apple-system, sans-serif"
"gimbalgrotcompmed","Gimbal Grot Comp Med","Gimbal Grot Comp Med, system-ui, -apple-system, sans-serif"
"gimbalgrotcompmedital","Gimbal Grot Comp Med Ital","Gimbal Grot Comp Med Ital, system-ui, -apple-system, sans-serif"
"gimbalgrotcompreg","Gimbal Grot Comp Reg","Gimbal Grot Comp Reg, system-ui, -apple-system, sans-serif"
"gimbalgrotcondbol","Gimbal Grot Cond Bol","Gimbal Grot Cond Bol, system-ui, -apple-system, sans-serif"
"gimbalgrotcondbolital","Gimbal Grot Cond Bol Ital","Gimbal Grot Cond Bol Ital, system-ui, -apple-system, sans-serif"
"gimbalgrotcondboo","Gimbal Grot Cond Boo","Gimbal Grot Cond Boo, system-ui, -apple-system, sans-serif"
"gimbalgrotcondbooital","Gimbal Grot Cond Boo Ital","Gimbal Grot Cond Boo Ital, system-ui, -apple-system, sans-serif"
"gimbalgrotcondhea","Gimbal Grot Cond Hea","Gimbal Grot Cond Hea, system-ui, -apple-system, sans-serif"
"gimbalgrotcondheaital","Gimbal Grot Cond Hea Ital","Gimbal Grot Cond Hea Ital, system-ui, -apple-system, sans-serif"
"gimbalgrotcondital","Gimbal Grot Cond Ital","Gimbal Grot Cond Ital, system-ui, -apple-system, sans-serif"
"gimbalgrotcondlig","Gimbal Grot Cond Lig","Gimbal Grot Cond Lig, system-ui, -apple-system, sans-serif"
"gimbalgrotcondligital","Gimbal Grot Cond Lig Ital","Gimbal Grot Cond Lig Ital, system-ui, -apple-system, sans-serif"
"gimbalgrotcondmed","Gimbal Grot Cond Med","Gimbal Grot Cond Med, system-ui, -apple-system, sans-serif"
"gimbalgrotcondmedital","Gimbal Grot Cond Med Ital","Gimbal Grot Cond Med Ital, system-ui, -apple-system, sans-serif"
"gimbalgrotcondreg","Gimbal Grot Cond Reg","Gimbal Grot Cond Reg, system-ui, -apple-system, sans-serif"
"gimbalgrotextdbol","Gimbal Grot Extd Bol","Gimbal Grot Extd Bol, system-ui, -apple-system, sans-serif"
"gimbalgrotextdbolital","Gimbal Grot Extd Bol Ital","Gimbal Grot Extd Bol Ital, system-ui, -apple-system, sans-serif"
"gimbalgrotextdboo","Gimbal Grot Extd Boo","Gimbal Grot Extd Boo, system-ui, -apple-system, sans-serif"
"gimbalgrotextdbooital","Gimbal Grot Extd Boo Ital","Gimbal Grot Extd Boo Ital, system-ui, -apple-system, sans-serif"
"gimbalgrotextdhea","Gimbal Grot Extd Hea","Gimbal Grot Extd Hea, system-ui, -apple-system, sans-serif"
"gimbalgrotextdheaital","Gimbal Grot Extd Hea Ital","Gimbal Grot Extd Hea Ital, system-ui, -apple-system, sans-serif"
"gimbalgrotextdital","Gimbal Grot Extd Ital","Gimbal Grot Extd Ital, system-ui, -apple-system, sans-serif"
"gimbalgrotextdlig","Gimbal Grot Extd Lig","Gimbal Grot Extd Lig, system-ui, -apple-system, sans-serif"
"gimbalgrotextdligital","Gimbal Grot Extd Lig Ital","Gimbal Grot Extd Lig Ital, system-ui, -apple-system, sans-serif"
"gimbalgrotextdmed","Gimbal Grot Extd Med","Gimbal Grot Extd Med, system-ui, -apple-system, sans-serif"
"gimbalgrotextdmedital","Gimbal Grot Extd Med Ital","Gimbal Grot Extd Med Ital, system-ui, -apple-system, sans-serif"
"gimbalgrotextdreg","Gimbal Grot Extd Reg","Gimbal Grot Extd Reg, system-ui, -apple-system, sans-serif"
"gimbalgrothea","Gimbal Grot Hea","Gimbal Grot Hea, system-ui, -apple-system, sans-serif"
"gimbalgrotheaital","Gimbal Grot Hea Ital","Gimbal Grot Hea Ital, system-ui, -apple-system, sans-serif"
"gimbalgrotital","Gimbal Grot Ital","Gimbal Grot Ital, system-ui, -apple-system, sans-serif"
"gimbalgrotlig","Gimbal Grot Lig","Gimbal Grot Lig, system-ui, -apple-system, sans-serif"
"gimbalgrotligital","Gimbal Grot Lig Ital","Gimbal Grot Lig Ital, system-ui, -apple-system, sans-serif"
"gimbalgrotmed","Gimbal Grot Med","Gimbal Grot Med, system-ui, -apple-system, sans-serif"
"gimbalgrotmedital","Gimbal Grot Med Ital","Gimbal Grot Med Ital, system-ui, -apple-system, sans-serif"
"gimbalgrotreg","Gimbal Grot Reg","Gimbal Grot Reg, system-ui, -apple-system, sans-serif"
"golostext","Golos Text","Golos Text, system-ui, -apple-system, sans-serif"
"gomacookiegcyrillic","Goma Cookie G Cyrillic","Goma Cookie G Cyrillic, system-ui, -apple-system, sans-serif"
"googlesans","Google Sans","Google Sans, system-ui, -apple-system, sans-serif"
"gordita","Gordita","Gordita, system-ui, -apple-system, sans-serif"
"gotham","Gotham","Gotham, system-ui, -apple-system, sans-serif"
"gothambook","Gotham Book","Gotham Book, system-ui, -apple-system, sans-serif"
"gothamcond","Gotham Cond","Gotham Cond, system-ui, -apple-system, sans-serif"
"gothamcondbook","Gotham Cond Book","Gotham Cond Book, system-ui, -apple-system, sans-serif"
"gothamcondssm","Gotham Cond SSm","Gotham Cond SSm, system-ui, -apple-system, sans-serif"
"gothamcondssmbook","Gotham Cond SSm Book","Gotham Cond SSm Book, system-ui, -apple-system, sans-serif"
"gothamcondultra","Gotham Cond Ultra","Gotham Cond Ultra, system-ui, -apple-system, sans-serif"
"gothamcondx","Gotham Cond X","Gotham Cond X, system-ui, -apple-system, sans-serif"
"gothamnarrssm","Gotham Narr SSm","Gotham Narr SSm, system-ui, -apple-system, sans-serif"
"gothamnarrssmbook","Gotham Narr SSm Book","Gotham Narr SSm Book, system-ui, -apple-system, sans-serif"
"gothamnarrow","Gotham Narrow","Gotham Narrow, system-ui, -apple-system, sans-serif"
"gothamnarrowbook","Gotham Narrow Book","Gotham Narrow Book, system-ui, -apple-system, sans-serif"
"gothamnarrowoffice","Gotham Narrow Office","Gotham Narrow Office, system-ui, -apple-system, sans-serif"
"gothamnarrowultra","Gotham Narrow Ultra","Gotham Narrow Ultra, system-ui, -apple-system, sans-serif"
"gothamoffice","Gotham Office","Gotham Office, system-ui, -apple-system, sans-serif"
"gothamssm","Gotham SSm","Gotham SSm, system-ui, -apple-system, sans-serif"
"gothamssmbook","Gotham SSm Book","Gotham SSm Book, system-ui, -apple-system, sans-serif"
"gothamssmbookitaliс","Gotham SSm Book Italiс","Gotham SSm Book Italiс, system-ui, -apple-system, sans-serif"
"gothamultra","Gotham Ultra","Gotham Ultra, system-ui, -apple-system, sans-serif"
"gothamxnarrssm","Gotham XNarr SSm","Gotham XNarr SSm, system-ui, -apple-system, sans-serif"
"gothamxnarrssmbook","Gotham XNarr SSm Book","Gotham XNarr SSm Book, system-ui, -apple-system, sans-serif"
"gothamxnarrow","Gotham XNarrow","Gotham XNarrow, system-ui, -apple-system, sans-serif"
"gothamxnarrowbook","Gotham XNarrow Book","Gotham XNarrow Book, system-ui, -apple-system, sans-serif"
"gothamxnarrowultra","Gotham XNarrow Ultra","Gotham XNarrow Ultra, system-ui, -apple-system, sans-serif"
"grafier","Grafier","Grafier, system-ui, -apple-system, sans-serif"
"grafierdisplay","Grafier Display","Grafier Display, system-ui, -apple-system, sans-serif"
"grafierdisplayextra","Grafier Display Extra","Grafier Display Extra, system-ui, -apple-system, sans-serif"
"grafierextra","Grafier Extra","Grafier Extra, system-ui, -apple-system, sans-serif"
"granite","Granite","Granite, system-ui, -apple-system, sans-serif"
"graphiklcg","Graphik LCG","Graphik LCG, system-ui, -apple-system, sans-serif"
"graphiklcgsuper","Graphik LCG Super","Graphik LCG Super, system-ui, -apple-system, sans-serif"
"greengroveb","Green Grove B","Green Grove B, system-ui, -apple-system, sans-serif"
"greengrovel","Green Grove L","Green Grove L, system-ui, -apple-system, sans-serif"
"greengrover","Green Grove R","Green Grove R, system-ui, -apple-system, sans-serif"
"greenwich","Greenwich","Greenwich, system-ui, -apple-system, sans-serif"
"grotesklyyoursoktaneue","Groteskly Yours Okta Neue","Groteskly Yours Okta Neue, system-ui, -apple-system, sans-serif"
"grotesklyyoursoktaneuenormal","Groteskly Yours Okta Neue Normal","Groteskly Yours Okta Neue Normal, system-ui, -apple-system, sans-serif"
"grundfosthesansot2xl","Grundfos The Sans OT 2XL","Grundfos The Sans OT 2XL, system-ui, -apple-system, sans-serif"
"grundfosthesansot3l","Grundfos The Sans OT 3L","Grundfos The Sans OT 3L, system-ui, -apple-system, sans-serif"
"grundfosthesansot4sl","Grundfos The Sans OT 4SL","Grundfos The Sans OT 4SL, system-ui, -apple-system, sans-serif"
"grundfosthesansot5r","Grundfos The Sans OT 5R","Grundfos The Sans OT 5R, system-ui, -apple-system, sans-serif"
"grundfosthesansot6sb","Grundfos The Sans OT 6SB","Grundfos The Sans OT 6SB, system-ui, -apple-system, sans-serif"
"grundfosthesansot7b","Grundfos The Sans OT 7B","Grundfos The Sans OT 7B, system-ui, -apple-system, sans-serif"
"grundfosthesansot8xb","Grundfos The Sans OT 8XB","Grundfos The Sans OT 8XB, system-ui, -apple-system, sans-serif"
"grundfosthesansot9bl","Grundfos The Sans OT 9BL","Grundfos The Sans OT 9BL, system-ui, -apple-system, sans-serif"
"gteestiprodisplay","GTEesti Pro Display","GTEesti Pro Display, system-ui, -apple-system, sans-serif"
"gteestiprotext","GTEesti Pro Text","GTEesti Pro Text, system-ui, -apple-system, sans-serif"
"gteestiprotextbook","GTEesti Pro Text Book","GTEesti Pro Text Book, system-ui, -apple-system, sans-serif"
"gtwalsheimpro","GTWalsheim Pro","GTWalsheim Pro, system-ui, -apple-system, sans-serif"
"gtwalsheimproblackoblique","GTWalsheim Pro Black Oblique","GTWalsheim Pro Black Oblique, system-ui, -apple-system, sans-serif"
"gtwalsheimproboldoblique","GTWalsheim Pro Bold Oblique","GTWalsheim Pro Bold Oblique, system-ui, -apple-system, sans-serif"
"gtwalsheimprocondensed","GTWalsheim Pro Condensed","GTWalsheim Pro Condensed, system-ui, -apple-system, sans-serif"
"gtwalsheimprocondensedblackoblique","GTWalsheim Pro Condensed Black Oblique","GTWalsheim Pro Condensed Black Oblique, system-ui, -apple-system, sans-serif"
"gtwalsheimprocondensedboldoblique","GTWalsheim Pro Condensed Bold Oblique","GTWalsheim Pro Condensed Bold Oblique, system-ui, -apple-system, sans-serif"
"gtwalsheimprocondensedmediumoblique","GTWalsheim Pro Condensed Medium Oblique","GTWalsheim Pro Condensed Medium Oblique, system-ui, -apple-system, sans-serif"
"gtwalsheimprocondensedregularoblique","GTWalsheim Pro Condensed Regular Oblique","GTWalsheim Pro Condensed Regular Oblique, system-ui, -apple-system, sans-serif"
"gtwalsheimprocondensedultraboldoblique","GTWalsheim Pro Condensed Ultra Bold Oblique","GTWalsheim Pro Condensed Ultra Bold Oblique, system-ui, -apple-system, sans-serif"
"gtwalsheimpromediumoblique","GTWalsheim Pro Medium Oblique","GTWalsheim Pro Medium Oblique, system-ui, -apple-system, sans-serif"
"gtwalsheimproregularoblique","GTWalsheim Pro Regular Oblique","GTWalsheim Pro Regular Oblique, system-ui, -apple-system, sans-serif"
"gtwalsheimproultraboldoblique","GTWalsheim Pro Ultra Bold Oblique","GTWalsheim Pro Ultra Bold Oblique, system-ui, -apple-system, sans-serif"
"harmoniasans","Harmonia Sans","Harmonia Sans, system-ui, -apple-system, sans-serif"
"headingcompressedpro","Heading Compressed Pro","Heading Compressed Pro, system-ui, -apple-system, sans-serif"
"headingcompressedprobook","Heading Compressed Pro Book","Heading Compressed Pro Book, system-ui, -apple-system, sans-serif"
"headingcompressedproextbd","Heading Compressed Pro Ext Bd","Heading Compressed Pro Ext Bd, system-ui, -apple-system, sans-serif"
"headingcompressedproextlt","Heading Compressed Pro Ext Lt","Heading Compressed Pro Ext Lt, system-ui, -apple-system, sans-serif"
"headingpro","Heading Pro","Heading Pro, system-ui, -apple-system, sans-serif"
"headingprobook","Heading Pro Book","Heading Pro Book, system-ui, -apple-system, sans-serif"
"headingsmallcasepro","Heading Smallcase Pro","Heading Smallcase Pro, system-ui, -apple-system, sans-serif"
"headingsmallcaseprobook","Heading Smallcase Pro Book","Heading Smallcase Pro Book, system-ui, -apple-system, sans-serif"
"headingsmallcaseproextlt","Heading Smallcase Pro Ext Lt","Heading Smallcase Pro Ext Lt, system-ui, -apple-system, sans-serif"
"helveticaneuecyr","Helvetica Neue Cyr","Helvetica Neue Cyr, system-ui, -apple-system, sans-serif"
"helveticaneuecyrroman","Helvetica Neue Cyr Roman","Helvetica Neue Cyr Roman, system-ui, -apple-system, sans-serif"
"higenson","Higenson","Higenson, system-ui, -apple-system, sans-serif"
"informapro","Informa Pro","Informa Pro, system-ui, -apple-system, sans-serif"
"informapronormal","Informa Pro Normal","Informa Pro Normal, system-ui, -apple-system, sans-serif"
"intelligentdesignzonapro","Intelligent Design Zona Pro","Intelligent Design Zona Pro, system-ui, -apple-system, sans-serif"
"intelligentdesignzonaprohairline","Intelligent Design Zona Pro Hairline","Intelligent Design Zona Pro Hairline, system-ui, -apple-system, sans-serif"
"intelligentdesignzonaproultra","Intelligent Design Zona Pro Ultra","Intelligent Design Zona Pro Ultra, system-ui, -apple-system, sans-serif"
"intro","Intro","Intro, system-ui, -apple-system, sans-serif"
"introbook","Intro Book","Intro Book, system-ui, -apple-system, sans-serif"
"janosanspro","Jano Sans Pro","Jano Sans Pro, system-ui, -apple-system, sans-serif"
"jelani","jelani","jelani, system-ui, -apple-system, sans-serif"
"jheronimus","Jheronimus","Jheronimus, system-ui, -apple-system, sans-serif"
"journalsans","Journal Sans","Journal Sans, system-ui, -apple-system, sans-serif"
"journalism","journalism","journalism, system-ui, -apple-system, sans-serif"
"june23framersans","June 23 Framer Sans","June 23 Framer Sans, system-ui, -apple-system, sans-serif"
"kabrio","Kabrio","Kabrio, system-ui, -apple-system, sans-serif"
"kabrioabarth","Kabrio Abarth","Kabrio Abarth, system-ui, -apple-system, sans-serif"
"kabrioabarthbook","Kabrio Abarth Book","Kabrio Abarth Book, system-ui, -apple-system, sans-serif"
"kabrioalternate","Kabrio Alternate","Kabrio Alternate, system-ui, -apple-system, sans-serif"
"kabrioalternatebook","Kabrio Alternate Book","Kabrio Alternate Book, system-ui, -apple-system, sans-serif"
"kabrioalternateextbdita","Kabrio Alternate Ext Bd Ita","Kabrio Alternate Ext Bd Ita, system-ui, -apple-system, sans-serif"
"kabriobook","Kabrio Book","Kabrio Book, system-ui, -apple-system, sans-serif"
"kabriosoft","Kabrio Soft","Kabrio Soft, system-ui, -apple-system, sans-serif"
"kabriosoftbook","Kabrio Soft Book","Kabrio Soft Book, system-ui, -apple-system, sans-serif"
"kamerik105cyrillic","Kamerik 105 Cyrillic","Kamerik 105 Cyrillic, system-ui, -apple-system, sans-serif"
"kamerik105cyrillicboldoblique","Kamerik 105 Cyrillic Bold Oblique","Kamerik 105 Cyrillic Bold Oblique, system-ui, -apple-system, sans-serif"
"kamerik105cyrillicbook","Kamerik 105 Cyrillic Book","Kamerik 105 Cyrillic Book, system-ui, -apple-system, sans-serif"
"kamerik105cyrillicbookoblique","Kamerik 105 Cyrillic Book Oblique","Kamerik 105 Cyrillic Book Oblique, system-ui, -apple-system, sans-serif"
"kamerik105cyrillicheavyoblique","Kamerik 105 Cyrillic Heavy Oblique","Kamerik 105 Cyrillic Heavy Oblique, system-ui, -apple-system, sans-serif"
"kastelovaxiforma","Kastelov Axiforma","Kastelov Axiforma, system-ui, -apple-system, sans-serif"
"kastelovaxiformabook","Kastelov Axiforma Book","Kastelov Axiforma Book, system-ui, -apple-system, sans-serif"
"kazimir","Kazimir","Kazimir, system-ui, -apple-system, sans-serif"
"kelsonsansboldru","Kelson Sans Bold RU","Kelson Sans Bold RU, system-ui, -apple-system, sans-serif"
"kelsonsansregularru","Kelson Sans Regular RU","Kelson Sans Regular RU, system-ui, -apple-system, sans-serif"
"kelvinch","Kelvinch","Kelvinch, system-ui, -apple-system, sans-serif"
"kelvinchroman","Kelvinch Roman","Kelvinch Roman, system-ui, -apple-system, sans-serif"
"kievitwebw07","Kievit Web W07","Kievit Web W07, system-ui, -apple-system, sans-serif"
"kievitwebw07blackita","Kievit Web W07 Black Ita","Kievit Web W07 Black Ita, system-ui, -apple-system, sans-serif"
"kievitwebw07boldita","Kievit Web W07 Bold Ita","Kievit Web W07 Bold Ita, system-ui, -apple-system, sans-serif"
"kievitwebw07book","Kievit Web W07 Book","Kievit Web W07 Book, system-ui, -apple-system, sans-serif"
"kievitwebw07bookita","Kievit Web W07 Book Ita","Kievit Web W07 Book Ita, system-ui, -apple-system, sans-serif"
"kievitwebw07exlig","Kievit Web W07 Exlig","Kievit Web W07 Exlig, system-ui, -apple-system, sans-serif"
"kievitwebw07exligita","Kievit Web W07 Exlig Ita","Kievit Web W07 Exlig Ita, system-ui, -apple-system, sans-serif"
"kievitwebw07ita","Kievit Web W07 Ita","Kievit Web W07 Ita, system-ui, -apple-system, sans-serif"
"kievitwebw07medi","Kievit Web W07 Medi","Kievit Web W07 Medi, system-ui, -apple-system, sans-serif"
"kievitwebw07mediita","Kievit Web W07 Medi Ita","Kievit Web W07 Medi Ita, system-ui, -apple-system, sans-serif"
"kievitwebw07x","Kievit Web W07 X","Kievit Web W07 X, system-ui, -apple-system, sans-serif"
"kievitwebw07xboldita","Kievit Web W07 Xbold Ita","Kievit Web W07 Xbold Ita, system-ui, -apple-system, sans-serif"
"kitsch","Kitsch","Kitsch, system-ui, -apple-system, sans-serif"
"kitschtext","Kitsch Text","Kitsch Text, system-ui, -apple-system, sans-serif"
"kitschtextbook","Kitsch Text Book","Kitsch Text Book, system-ui, -apple-system, sans-serif"
"klein","Klein","Klein, system-ui, -apple-system, sans-serif"
"kleinbook","Klein Book","Klein Book, system-ui, -apple-system, sans-serif"
"kleincondensed","Klein Condensed","Klein Condensed, system-ui, -apple-system, sans-serif"
"kleincondensedbook","Klein Condensed Book","Klein Condensed Book, system-ui, -apple-system, sans-serif"
"kleintext","Klein Text","Klein Text, system-ui, -apple-system, sans-serif"
"kleintextbook","Klein Text Book","Klein Text Book, system-ui, -apple-system, sans-serif"
"kometa","Kometa","Kometa, system-ui, -apple-system, sans-serif"
"kometabook","Kometa Book","Kometa Book, system-ui, -apple-system, sans-serif"
"komi","Komi","Komi, system-ui, -apple-system, sans-serif"
"kontora","Kontora","Kontora, system-ui, -apple-system, sans-serif"
"kontoraextra","Kontora Extra","Kontora Extra, system-ui, -apple-system, sans-serif"
"labgrotesque","Lab Grotesque","Lab Grotesque, system-ui, -apple-system, sans-serif"
"labgrotesquemono","Lab Grotesque Mono","Lab Grotesque Mono, system-ui, -apple-system, sans-serif"
"landroverbldl4","LANDROVERBLDL4","LANDROVERBLDL4, system-ui, -apple-system, sans-serif"
"landroverlgtl4","LANDROVERLGTL4","LANDROVERLGTL4, system-ui, -apple-system, sans-serif"
"landrovermedl4","LANDROVERMEDL4","LANDROVERMEDL4, system-ui, -apple-system, sans-serif"
"lato","Lato","Lato, system-ui, -apple-system, sans-serif"
"lavapro","Lava Pro","Lava Pro, system-ui, -apple-system, sans-serif"
"leksasanspro","Leksa Sans Pro","Leksa Sans Pro, system-ui, -apple-system, sans-serif"
"lena","Lena","Lena, system-ui, -apple-system, sans-serif"
"library3am","Library 3 am","Library 3 am, system-ui, -apple-system, sans-serif"
"library3amsoft","Library 3 am soft","Library 3 am soft, system-ui, -apple-system, sans-serif"
"loewnext","Loew Next","Loew Next, system-ui, -apple-system, sans-serif"
"lora","Lora","Lora, system-ui, -apple-system, sans-serif"
"lovelace","Lovelace","Lovelace, system-ui, -apple-system, sans-serif"
"lovelacetext","Lovelace Text","Lovelace Text, system-ui, -apple-system, sans-serif"
"macho","Macho","Macho, system-ui, -apple-system, sans-serif"
"magielpro","Magiel PRO","Magiel PRO, system-ui, -apple-system, sans-serif"
"magistral","Magistral","Magistral, system-ui, -apple-system, sans-serif"
"magistralbook","Magistral Book","Magistral Book, system-ui, -apple-system, sans-serif"
"magistralextra","Magistral Extra","Magistral Extra, system-ui, -apple-system, sans-serif"
"manrope","manrope","manrope, system-ui, -apple-system, sans-serif"
"mariupol","Mariupol","Mariupol, system-ui, -apple-system, sans-serif"
"mariupolsymbols","Mariupol Symbols","Mariupol Symbols, system-ui, -apple-system, sans-serif"
"marlene","Marlene","Marlene, system-ui, -apple-system, sans-serif"
"marlenegrande","Marlene Grande","Marlene Grande, system-ui, -apple-system, sans-serif"
"masiva","Masiva","Masiva, system-ui, -apple-system, sans-serif"
"matosans","Mato Sans","Mato Sans, system-ui, -apple-system, sans-serif"
"mazzardh","Mazzard H","Mazzard H, system-ui, -apple-system, sans-serif"
"mazzardl","Mazzard L","Mazzard L, system-ui, -apple-system, sans-serif"
"mazzardm","Mazzard M","Mazzard M, system-ui, -apple-system, sans-serif"
"mbgrotesk","MB Grotesk","MB Grotesk, system-ui, -apple-system, sans-serif"
"mbgrotesknormal","MB Grotesk Normal","MB Grotesk Normal, system-ui, -apple-system, sans-serif"
"merriweather","Merriweather","Merriweather, system-ui, -apple-system, serif"
"metapro","Meta Pro","Meta Pro, system-ui, -apple-system, sans-serif"
"metaprobook","Meta Pro Book","Meta Pro Book, system-ui, -apple-system, sans-serif"
"metaprohairline","Meta Pro Hairline","Meta Pro Hairline, system-ui, -apple-system, sans-serif"
"metropolis1","Metropolis 1","Metropolis 1, system-ui, -apple-system, sans-serif"
"miniaturec","Miniature C","Miniature C, system-ui, -apple-system, sans-serif"
"minionpro","Minion Pro","Minion Pro, system-ui, -apple-system, sans-serif"
"minionproboldcapt","Minion Pro Bold Capt","Minion Pro Bold Capt, system-ui, -apple-system, sans-serif"
"minionproboldcn","Minion Pro Bold Cn","Minion Pro Bold Cn, system-ui, -apple-system, sans-serif"
"minionproboldcncapt","Minion Pro Bold Cn Capt","Minion Pro Bold Cn Capt, system-ui, -apple-system, sans-serif"
"minionproboldcndisp","Minion Pro Bold Cn Disp","Minion Pro Bold Cn Disp, system-ui, -apple-system, sans-serif"
"minionproboldcnit","Minion Pro Bold Cn It","Minion Pro Bold Cn It, system-ui, -apple-system, sans-serif"
"minionproboldcnitcapt","Minion Pro Bold Cn It Capt","Minion Pro Bold Cn It Capt, system-ui, -apple-system, sans-serif"
"minionproboldcnitdisp","Minion Pro Bold Cn It Disp","Minion Pro Bold Cn It Disp, system-ui, -apple-system, sans-serif"
"minionproboldcnitsubh","Minion Pro Bold Cn It Subh","Minion Pro Bold Cn It Subh, system-ui, -apple-system, sans-serif"
"minionproboldcnsubh","Minion Pro Bold Cn Subh","Minion Pro Bold Cn Subh, system-ui, -apple-system, sans-serif"
"minionprobolddisp","Minion Pro Bold Disp","Minion Pro Bold Disp, system-ui, -apple-system, sans-serif"
"minionproboldit","Minion Pro Bold It","Minion Pro Bold It, system-ui, -apple-system, sans-serif"
"minionprobolditcapt","Minion Pro Bold It Capt","Minion Pro Bold It Capt, system-ui, -apple-system, sans-serif"
"minionprobolditdisp","Minion Pro Bold It Disp","Minion Pro Bold It Disp, system-ui, -apple-system, sans-serif"
"minionprobolditsubh","Minion Pro Bold It Subh","Minion Pro Bold It Subh, system-ui, -apple-system, sans-serif"
"minionproboldsubh","Minion Pro Bold Subh","Minion Pro Bold Subh, system-ui, -apple-system, sans-serif"
"minionprocapt","Minion Pro Capt","Minion Pro Capt, system-ui, -apple-system, sans-serif"
